Company,EntryDate,ExitDate,HoldingYears,PairingNotes,Entry_DealType,Entry_DealType2,Entry_DealType3,Entry_DealSize,Entry_Sponsor,Exit_DealType,Exit_DealType2,Exit_DealType3,Exit_DealSize,Exit_Sponsor,EntryYear,ExitYear
rinker materials,2014-12-25,2022-03-18,7.227926078028747,SingleEntryMultipleExits,buyout/lbo,,,1400.0,lone star funds,merger/acquisition,public to private,,2740.0,quikrete holdings(william magill),2014,2022
risi reporting,2014-04-03,2017-04-06,3.0088980150581794,SingleEntryMultipleExits,buyout/lbo,add-on,corporate divestiture,,"axio group(henry elkington), epiris(alexander cooper-evans)",merger/acquisition,corporate divestiture,,124.5,delinian(andrew rashbass),2014,2017
risk strategies company,2015-10-21,2025-08-01,9.779603011635865,MultipleEntriesSingleExit,buyout/lbo,secondary buyout,,,"harbourvest partners(ian lane), kelso & company(christopher collins)",merger/acquisition,,,9825.0,brown & brown (nys: bro)(j. brown),2015,2025
river community bank,2005-03-23,2016-10-20,11.578370978781656,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,6.5,argentum capital management,merger/acquisition,,,12.4,blue ridge bankshares (ase: brbs),2005,2016
riverside distributors,2001-02-12,2016-02-01,14.967830253251197,SingleEntrySingleExit,buyout/lbo,management buyout,secondary buyout,17.0,huron capital(brian demkowicz),merger/acquisition,,,,,2001,2016
rizing,2018-01-23,2022-05-20,4.3203285420944555,SingleEntrySingleExit,buyout/lbo,,,145.0,"cerberus capital management, one equity partners(carlo padovano)",merger/acquisition,,,540.0,wipro (bom: 507685)(thierry delaporte),2018,2022
rlj thompson trucking,2012-12-28,2019-09-24,6.737850787132102,SingleEntrySingleExit,buyout/lbo,secondary buyout,,36.0,rlj equity partners(t. otey smith),merger/acquisition,,,65.0,,2012,2019
rock-tenn retail solutions,2006-03-02,2013-12-20,7.8028747433264884,SingleEntrySingleExit,buyout/lbo,secondary buyout,,,wingate partners,merger/acquisition,,,59.5,rock-tenn company,2006,2013
rocket mortgage,2002-08-01,2021-09-01,19.085557837097877,SingleEntrySingleExit,buyout/lbo,management buyout,,64.0,camelot venture group,merger/acquisition,,,,,2002,2021
rockpile energy services,2016-09-08,2017-07-03,0.8158795345653662,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,,white deer energy(james meneely),merger/acquisition,,,245.17,nextier oilfield solutions,2016,2017
rocky mountain midstream,2018-08-03,2019-10-01,1.160848733744011,MultipleEntriesMultipleExits,buyout/lbo,secondary buyout,,1200.0,"kohlberg kravis roberts (nys: kkr)(james cunningham), williams companies (nys: wmb)(alan armstrong)",merger/acquisition,,,,williams companies (nys: wmb),2018,2019
rocky mountain midstream,2018-08-03,2023-11-30,5.325119780971937,MultipleEntriesMultipleExits,buyout/lbo,secondary buyout,,1200.0,"kohlberg kravis roberts (nys: kkr)(james cunningham), williams companies (nys: wmb)(alan armstrong)",merger/acquisition,,,700.0,williams companies (nys: wmb)(alan armstrong),2018,2023
rocla concrete tie,2013-05-08,2017-01-03,3.6577686516084875,SingleEntrySingleExit,buyout/lbo,management buyout,corporate divestiture,44.55,altus capital partners(russell greenberg),merger/acquisition,,,123.31,vossloh (etr: vos)(hans schabert),2013,2017
roofing supply group,2012-05-31,2015-10-01,3.3347022587268995,SingleEntrySingleExit,buyout/lbo,secondary buyout,,700.0,"clayton, dubilier & rice(nathan sleeper)",merger/acquisition,,,1142.0,beacon roofing supply(robert buck),2012,2015
root9b,2017-09-23,2021-01-25,3.3401779603011637,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,2.25,tracker capital management,merger/acquisition,,,,deloitte touche tohmatsu(deborah golden),2017,2021
rosen materials,2015-04-17,2023-04-03,7.96167008898015,SingleEntrySingleExit,buyout/lbo,add-on,corporate divestiture,105.79,"blackeagle partners(jason runco), building industry partners(jason fraler), us lbm holdings(l.t. gibson)",merger/acquisition,corporate divestiture,,,l&w supply(dan piché),2015,2023
rosetta stone,2020-10-15,2021-03-17,0.4188911704312115,SingleEntryMultipleExits,buyout/lbo,add-on,public to private,792.0,"cambium learning group(john campbell), veritas capital fund management(ramzi musallam)",merger/acquisition,corporate divestiture,,,ixl learning(paul mishkin),2020,2021
ross medical education center,2010-06-14,2023-05-01,12.878850102669405,SingleEntryMultipleExits,buyout/lbo,secondary buyout,,232.0,jll partners(alexander castaldi),merger/acquisition,,,,,2010,2023
rostra accessories,2008-03-28,2020-02-03,11.852156057494867,SingleEntrySingleExit,buyout/lbo,management buyout,,,superior capital partners(mark carroll),merger/acquisition,corporate divestiture,,16.5,voxx international(patrick lavelle),2008,2020
rotary drilling tools,2012-12-05,2016-09-08,3.759069130732375,SingleEntrySingleExit,buyout/lbo,management buyout,corporate divestiture,,"csl capital management, ofs energy fund(bruce ross)",merger/acquisition,,,22.1,tubos reunidos (mad: trg)(enrique arriola),2012,2016
royal robbins,2013-01-09,2018-03-28,5.212867898699521,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,,"bruckmann, rosser, sherrill & company(stephen sherrill)",merger/acquisition,,,,fenix outdoor international (sto: foi b)(martin nordin),2013,2018
rsa engineered products,2012-08-10,2020-02-27,7.5482546201232035,SingleEntrySingleExit,buyout/lbo,management buyout,corporate divestiture,25.0,"capricorn capital partners, cornerstone capital holdings, merit capital partners(evan gallinson)",merger/acquisition,,,83.7,trimas (nas: trs)(thomas amato),2012,2020
rsc equipment rental,2006-10-06,2007-05-23,0.6269678302532512,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,3500.0,"oak hill capital(denis nayden), ripplewood advisors(timothy collins)",ipo,,,458.33,,2006,2007
rsc equipment rental,2006-10-06,2012-04-30,5.566050650239562,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,3500.0,"oak hill capital(denis nayden), ripplewood advisors(timothy collins)",merger/acquisition,,,4170.0,united rentals (nys: uri),2006,2012
rsi home products,2008-10-01,2017-12-29,9.242984257357975,SingleEntrySingleExit,buyout/lbo,secondary buyout,,318.0,"karpreilly, onex (private equity) (tse: onex)(anthony munk)",merger/acquisition,,,953.0,american woodmark (nas: amwd)(steven dunston),2008,2017
rtw retailwinds,2002-11-27,2004-10-07,1.8617385352498288,SingleEntrySingleExit,buyout/lbo,,,153.5,irving place capital(philip carpenter),ipo,,,170.0,,2002,2004
rubicon holdings,2007-12-20,2008-03-06,0.2108145106091718,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,149.43,allco finance group(david clarke),merger/acquisition,,,,urban american,2007,2008
rumble fitness,2021-03-24,2025-07-28,4.344969199178645,SingleEntrySingleExit,buyout/lbo,add-on,,20.4,"l catterton, snapdragon capital(mark grabowski), tpg (nas: tpg), xponential fitness (nys: xpof)(anthony geisler)",merger/acquisition,corporate divestiture,,,extraordinary brands,2021,2025
rumford paper company,2011-03-17,2015-01-07,3.811088295687885,SingleEntrySingleExit,buyout/lbo,add-on,corporate divestiture,61.0,"reenergy holdings(larry richardson), riverstone holdings(stephen schaefer)",merger/acquisition,corporate divestiture,,,catalyst paper(joe nemeth),2011,2015
rural metro fire,2011-06-30,2015-10-28,4.328542094455853,SingleEntrySingleExit,buyout/lbo,public to private,,738.0,warburg pincus(sean carney),merger/acquisition,,,620.0,american medical response(edward van horne),2011,2015
rutherford chemicals,2003-11-10,2006-07-01,2.639288158795346,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,65.0,arsenal capital partners(barry siadat),merger of equals,,,,aurorium,2003,2006
rutland plastic technologies,2013-08-30,2017-06-08,3.7727583846680357,MultipleEntriesSingleExit,buyout/lbo,secondary buyout,,,"pnc erieview capital, the riverside company(timothy gosline)",merger/acquisition,,,,avient (nys: avnt)(robert patterson),2013,2017
rvision (electrical equipment),2016-01-01,2018-05-01,2.329911019849418,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,,marlin equity partners,merger/acquisition,,,,industrial security alliance partners,2016,2018
rvision (electrical equipment),2016-01-01,2021-03-26,5.232032854209446,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,,marlin equity partners,merger/acquisition,,,,comsovereign (pinx: coms)(daniel hodges),2016,2021
rws facility services,2017-09-05,2021-12-07,4.254620123203286,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,,"atar capital(cyrus nikou), hillside enterprises",merger/acquisition,,,33.0,quest resource holding (nas: qrhc)(s. hatch),2017,2021
ryerson (nys: ryi),2007-10-19,2014-08-08,6.803559206023272,SingleEntrySingleExit,buyout/lbo,public to private,,2000.0,"moelis capital partners, platinum equity(jacob kotzubei)",ipo,,,121.0,,2007,2014
révive skincare,2017-11-10,2024-10-16,6.93223819301848,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,,tengram capital partners(richard gersten),merger/acquisition,,,,syoung,2017,2024
s.r. smith,2017-03-28,2021-08-31,4.427104722792608,SingleEntrySingleExit,buyout/lbo,secondary buyout,,,champlain capital,merger/acquisition,corporate divestiture,,240.0,fluidra (mad: fdr)(bruce brooks),2017,2021
s.t. specialty foods,2008-12-16,2010-10-28,1.864476386036961,SingleEntrySingleExit,buyout/lbo,management buyout,secondary buyout,,windjammer capital investors(gregory bondick),merger/acquisition,,,216.82,treehouse foods (nys: ths)(sam reed),2008,2010
saba software,2015-03-30,2020-04-22,5.065023956194388,SingleEntryMultipleExits,buyout/lbo,public to private,,418.0,"harbourvest partners, neuberger berman, performance equity management, perot investments, the goldman sachs group (nys: gs), the stepstone group, vector capital (california)(david fishman)",merger/acquisition,,,1359.22,cornerstone ondemand(adam miller),2015,2020
sabre corporation (nas: sabr),2007-03-30,2014-04-17,7.049965776865161,SingleEntrySingleExit,buyout/lbo,public to private,,5300.0,"adams street partners, battery ventures, general catalyst, norwest, silver lake(joseph osnoss), stockwell capital, tpg (nas: tpg)(karl peterson), trident capital",ipo,pipe,,627.2,"silver lake(joseph osnoss), sovereign investment, tpg (nas: tpg)(karl peterson)",2007,2014
safariland,2012-07-05,2023-10-01,11.238877481177276,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,124.0,"kanders & company(warren kanders), palm beach capital",merger/acquisition,,,,,2012,2023
safemark systems,2015-09-14,2023-02-28,7.457905544147844,MultipleEntriesSingleExit,buyout/lbo,secondary buyout,,,"madison capital funding, msouth equity partners, new canaan funding",merger/acquisition,,,180.0,assa abloy (sto: assa b),2015,2023
safenet,2007-04-12,2015-01-08,7.742642026009582,SingleEntrySingleExit,buyout/lbo,public to private,,634.0,"first plaza group trust, harbourvest partners(robert wadsworth), valhalla partners, vector capital (california)(david fishman)",merger/acquisition,,,890.0,gemalto(olivier piou),2007,2015
sage automotive interiors,2014-10-09,2018-09-27,3.9671457905544147,MultipleEntriesSingleExit,buyout/lbo,secondary buyout,,270.0,clearlake capital group(colin leonard),merger/acquisition,,,800.0,asahi kasei (tks: 3407)(hideki kobori),2014,2018
sage labs,2013-01-01,2014-09-29,1.7412731006160165,SingleEntrySingleExit,buyout/lbo,management buyout,corporate divestiture,,"missouri technology corporation, telegraph hill partners",merger/acquisition,,,48.0,horizon discovery(darrin disley),2013,2014
sagent lending technologies,2018-03-28,2019-08-16,1.3853524982888432,SingleEntrySingleExit,buyout/lbo,,,395.0,warburg pincus(james neary),merger/acquisition,,,,defi solutions(stephanie alsbrooks),2018,2019
sager creek vegetable company,2015-03-11,2017-09-20,2.529774127310062,SingleEntrySingleExit,buyout/lbo,secondary buyout,add-on,75.0,"big heart pet brands(nils lommerin), carlyle alpinvest(richard dunne), harbourvest partners, kohlberg kravis roberts (nys: kkr)(simon brown), la banque privee saint-germain, vestar capital partners(brian o'connor)",merger/acquisition,corporate divestiture,,55.0,mccall farms(woody swink),2015,2017
sahara las vegas,2007-03-02,2018-04-05,11.093771389459274,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,400.0,"sbeeg holdings licensing(sam nazarian), stockbridge capital group(terrence fancher)",merger/acquisition,,,,meruelo group(alex meruelo),2007,2018
salient sciences,2007-04-30,2016-05-01,9.00479123887748,SingleEntrySingleExit,buyout/lbo,,,1.39,dolphin offshore partners,merger/acquisition,,,,,2007,2016
saltus technologies,2010-01-01,2020-08-01,10.581793292265571,SingleEntrySingleExit,buyout/lbo,management buyout,corporate divestiture,0.4,mimosa tree capital partners,merger/acquisition,,,,,2010,2020
sanare energy partners,2012-04-10,2014-09-22,2.4503764544832305,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,acquisition financing,,ngp energy capital management,merger/acquisition,,,,,2012,2014
sanare energy partners,2012-04-10,2016-08-12,4.339493497604381,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,acquisition financing,,ngp energy capital management,merger/acquisition,,,71.0,orinoco natural resources,2012,2016
sandridge energy (nys: sd),2007-03-23,2007-11-06,0.6242299794661191,SingleEntrySingleExit,buyout/lbo,secondary buyout,,250.0,"ares management (nys: ares), farallon capital management",ipo,,,746.2,,2007,2007
sandy creek energy associates,2009-01-07,2021-06-09,12.41889117043121,SingleEntrySingleExit,buyout/lbo,,,,ls power group(mark milburn),merger/acquisition,,,1071.1,,2009,2021
sanlo (industrial supplies and parts),2004-08-09,2016-08-25,12.043805612594113,SingleEntrySingleExit,pe growth/expansion,,,10.5,cortec group(richard fishbein),merger/acquisition,,,,central wire industries(paul from),2004,2016
santier,2012-10-15,2017-02-28,4.372347707049966,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,,"pegasus capital group(patrick whelan), the courtney group(thomas courtney)",merger/acquisition,,,6.15,egide (par: algid)(james collins),2012,2017
sanuwave health (nas: snwv),2005-08-01,2009-09-25,4.1505817932922655,SingleEntrySingleExit,buyout/lbo,corporate divestiture,,10.4,prides capital partners(hank lawlor),reverse merger,,,,rub music enterprises,2005,2009
sap fieldglass,2010-10-01,2014-05-17,3.6249144421629023,SingleEntrySingleExit,buyout/lbo,,,150.0,madison dearborn partners(douglas grissom),merger/acquisition,,,974.43,sap (walldorf) (etr: sap)(william mcdermott),2010,2014
sauce pizza & wine,2014-12-31,2022-12-15,7.956194387405886,SingleEntrySingleExit,buyout/lbo,management buy-in,corporate divestiture,16.9,"pnc mezzanine capital(douglas brosius), the belfer group",merger/acquisition,,,12.02,"bbq holdings, mty food group (tse: mty)",2014,2022
savage arms,2012-01-24,2013-06-21,1.4072553045859,SingleEntrySingleExit,buyout/lbo,acquisition financing,,145.8,norwest equity partners,merger/acquisition,,,315.0,vista outdoor(mark deyoung),2012,2013
savers (nys: svv),2021-03-25,2023-06-29,2.2614647501711156,MultipleEntriesSingleExit,buyout/lbo,secondary buyout,,,ares management (nys: ares)(scott graves),ipo,,,401.25,,2021,2023
saving for college,2012-12-01,2023-12-19,11.047227926078028,SingleEntryMultipleExits,buyout/lbo,corporate divestiture,,,venturekite,merger/acquisition,corporate divestiture,,,backer(jordan lee),2012,2023
savista,2003-05-01,2006-04-17,2.9623545516769334,SingleEntrySingleExit,buyout/lbo,,,14.33,accel-kkr(thomas barnds),merger/acquisition,,,51.9,torex retail holdings,2003,2006
sawgrass marriott golf resort & spa,2014-10-06,2023-07-01,8.733744010951403,MultipleEntriesMultipleExits,buyout/lbo,secondary buyout,,,carey watermark investors 1(michael johnson),merger/acquisition,,,,,2014,2023
sbeeg holdings licensing,2016-01-01,2018-10-09,2.7707049965776864,MultipleEntriesSingleExit,buyout/lbo,secondary buyout,recapitalization,,"cain international(henry silverman), eldridge industries",merger/acquisition,,,104.0,accor (par: ac)(sebastien bazin),2016,2018
sca health,2007-06-30,2013-10-30,6.335386721423682,SingleEntryMultipleExits,buyout/lbo,,,945.0,"brookfield oaktree holdings, tpg (nas: tpg), windrose health investors",ipo,,,234.67,,2007,2013
sca health,2007-06-30,2017-03-24,9.73305954825462,SingleEntryMultipleExits,buyout/lbo,,,945.0,"brookfield oaktree holdings, tpg (nas: tpg), windrose health investors",merger/acquisition,public to private,,2400.0,optum care,2007,2017
